previous_gpa,attendance_rate,study_hours,assignment_average,test_average,library_visits,class_participation,predicted_gpa,risk_level
2.63,86.5,11.6,63.8,62.3,6,10.0,4.07,MEDIUM
1.46,77.6,15.6,39.0,47.4,12,9.5,3.32,HIGH
2.84,91.0,7.0,68.1,62.1,4,3.4,3.63,MEDIUM
2.4,62.9,23.8,51.8,64.2,12,4.1,3.78,MEDIUM
3.14,65.5,13.5,67.9,33.7,15,5.3,3.53,HIGH
2.99,89.4,9.5,48.8,60.2,3,10.0,3.64,MEDIUM
2.01,42.9,15.9,27.5,49.9,12,5.2,2.79,HIGH
1.13,78.2,17.1,27.2,16.1,5,6.0,2.12,HIGH
1.99,87.4,15.8,30.5,48.5,11,10.0,3.31,HIGH
4.59,99.0,6.0,62.7,93.2,13,8.5,4.9,LOW
3.28,100.0,18.9,67.3,61.3,14,8.3,4.17,MEDIUM
2.68,75.9,9.9,37.5,63.4,10,5.3,3.46,MEDIUM
3.5,90.3,11.9,76.9,79.2,7,8.7,4.57,LOW
3.5,65.1,0.0,82.0,83.1,4,8.3,4.32,MEDIUM
1.33,70.9,9.2,20.6,50.6,7,5.3,2.12,MEDIUM
3.43,99.9,9.2,69.3,82.4,12,10.0,4.5,LOW
3.16,77.4,14.7,81.0,56.3,6,8.1,4.3,MEDIUM
2.92,80.6,8.9,54.1,54.2,9,8.0,3.76,MEDIUM
3.52,61.5,2.3,73.8,37.5,4,6.8,3.56,HIGH
2.08,84.8,13.5,70.2,34.4,5,10.0,3.73,HIGH
4.02,90.1,10.5,58.5,88.8,6,9.6,4.49,LOW
3.1,89.6,7.6,51.4,54.2,1,10.0,3.54,MEDIUM
2.76,58.6,12.5,62.0,61.4,0,3.7,3.48,HIGH
2.9,94.0,1.3,80.2,61.4,0,8.5,3.99,MEDIUM
4.34,62.0,15.7,73.0,93.6,8,4.0,4.56,MEDIUM
3.52,77.6,10.9,92.1,43.0,7,8.9,4.09,HIGH
4.42,52.1,10.4,82.6,84.1,3,7.7,4.27,HIGH
4.73,75.1,17.7,66.3,88.3,9,6.9,5.0,LOW
2.94,61.9,8.8,75.1,48.9,7,6.8,3.94,HIGH
4.57,70.8,13.6,78.9,93.4,7,4.1,4.98,MEDIUM
2.63,79.0,11.2,59.0,38.0,4,7.9,3.49,HIGH
3.84,91.2,31.3,56.0,84.5,15,5.8,5.0,LOW
4.24,90.7,14.9,71.0,51.5,13,9.2,4.65,MEDIUM
3.43,40.6,5.2,51.4,55.1,0,0.2,2.54,HIGH
1.89,88.9,22.5,27.4,42.8,16,10.0,3.33,HIGH
0.92,81.3,18.3,29.8,33.5,15,8.0,2.91,HIGH
3.25,69.0,12.3,69.4,41.1,7,6.7,3.46,HIGH
1.8,63.9,9.4,36.5,55.7,8,10.0,3.04,MEDIUM
3.3,77.0,4.0,50.2,73.3,1,7.8,3.95,LOW
3.17,81.7,14.6,49.8,85.2,10,4.9,4.32,LOW
3.82,84.0,7.9,76.1,80.0,12,7.5,4.73,LOW
3.23,74.8,6.7,64.5,54.4,9,10.0,3.9,MEDIUM
3.86,37.6,16.7,76.8,59.2,8,2.0,3.9,HIGH
4.04,70.1,21.3,91.1,69.5,8,6.1,4.6,MEDIUM
1.37,59.1,9.1,41.3,63.4,5,9.0,3.2,HIGH
0.73,100.0,16.8,30.1,28.8,11,8.5,2.42,HIGH
0.93,78.9,13.3,52.6,32.0,10,7.7,2.76,HIGH
2.46,89.9,14.2,49.1,69.0,8,10.0,3.79,LOW
1.42,88.2,7.1,60.2,23.9,10,7.7,3.0,HIGH
3.03,83.0,10.7,74.6,66.8,7,6.7,3.96,LOW
4.63,71.3,5.4,81.5,89.1,3,3.4,4.99,MEDIUM
4.09,69.3,4.7,84.4,86.7,5,4.7,4.55,MEDIUM
2.04,45.7,15.1,43.5,56.8,11,2.8,2.67,HIGH
3.27,80.3,8.9,49.6,63.0,4,7.3,3.2,MEDIUM
1.68,82.8,6.5,40.1,24.9,2,9.0,2.41,HIGH
3.95,77.2,4.7,59.6,66.5,0,7.6,4.06,LOW
2.49,80.3,2.9,54.7,63.0,2,5.6,3.24,MEDIUM
3.09,58.7,0.3,69.4,83.5,5,8.6,3.67,HIGH
3.69,73.3,12.7,68.2,55.0,10,5.1,3.83,MEDIUM
2.26,67.6,0.0,51.2,34.1,5,10.0,3.03,HIGH
3.99,88.6,14.8,77.0,54.9,7,9.2,4.41,MEDIUM
1.94,78.7,14.8,52.6,36.0,8,10.0,3.15,HIGH
1.91,67.8,11.4,44.6,56.2,1,7.8,3.22,MEDIUM
3.2,75.4,12.4,59.8,78.5,11,10.0,4.54,LOW
1.46,61.4,10.3,45.0,13.6,11,6.1,2.13,HIGH
3.48,72.7,13.4,68.8,52.3,5,6.7,4.11,MEDIUM
2.32,87.3,13.3,28.4,33.8,13,9.3,3.19,HIGH
2.02,56.7,19.8,41.8,35.8,11,5.1,3.07,HIGH
4.22,77.0,21.2,73.1,74.4,9,8.6,4.9,LOW
4.48,66.0,21.0,83.7,76.0,11,9.7,4.95,MEDIUM
2.55,56.7,7.2,53.7,59.9,7,2.3,3.07,HIGH
1.7,100.0,16.5,21.0,18.7,10,9.8,3.04,HIGH
2.2,98.1,15.0,33.1,42.6,7,10.0,3.18,HIGH
3.17,68.4,8.1,53.0,78.7,7,6.1,3.55,MEDIUM
2.2,73.4,6.7,48.7,65.7,7,9.4,3.81,MEDIUM
2.76,45.6,9.7,67.2,76.6,6,6.3,3.78,HIGH
4.33,52.5,5.6,64.0,83.4,3,2.4,4.13,HIGH
3.33,60.0,3.7,58.2,56.8,2,6.6,3.36,HIGH
2.69,77.5,15.0,54.9,57.8,10,8.2,3.41,MEDIUM
1.84,76.2,12.2,33.2,74.0,3,10.0,3.21,LOW
3.06,83.3,12.2,61.8,54.5,5,3.1,3.7,MEDIUM
4.24,88.9,17.6,84.9,99.3,10,5.6,5.0,LOW
1.72,82.4,10.8,33.3,12.9,5,7.8,2.6,HIGH
1.68,60.7,17.0,43.5,48.4,11,5.4,3.02,HIGH
1.74,83.2,7.6,39.9,50.1,6,6.6,2.91,MEDIUM
3.21,88.2,7.5,51.6,67.4,13,7.2,4.09,LOW
2.41,71.2,12.1,49.7,57.0,5,8.5,3.21,MEDIUM
4.11,48.5,24.7,81.2,81.8,14,3.2,4.57,HIGH
2.72,96.9,19.7,69.9,62.9,8,8.6,4.19,MEDIUM
3.46,79.4,18.6,83.3,62.5,17,9.9,4.9,MEDIUM
2.49,33.6,3.8,46.7,49.6,8,5.0,2.1,HIGH
3.37,100.0,12.9,59.3,48.9,3,9.0,4.0,HIGH
2.88,70.3,16.9,58.6,67.1,9,4.1,3.79,MEDIUM
1.41,100.0,24.5,30.7,53.3,14,10.0,3.17,MEDIUM
2.17,84.0,1.9,59.7,69.4,1,6.5,3.49,LOW
3.27,74.8,16.4,65.1,54.0,8,10.0,4.01,MEDIUM
2.79,80.9,18.4,57.4,36.4,13,8.9,3.53,HIGH
0.74,66.7,14.7,32.6,32.9,14,6.3,2.61,HIGH
3.19,79.0,3.9,64.4,48.8,6,8.8,3.5,HIGH
4.8,100.0,13.5,90.0,92.0,11,6.1,5.0,LOW
3.35,63.6,14.6,67.9,38.5,8,9.3,3.77,HIGH
1.97,86.5,13.1,43.1,58.6,11,8.2,3.36,MEDIUM
3.62,66.5,7.9,60.3,70.5,8,7.0,3.74,MEDIUM
4.32,75.3,7.1,97.4,55.4,4,6.4,4.22,MEDIUM
3.97,100.0,14.7,65.5,77.3,8,9.7,4.95,LOW
3.01,86.4,7.9,76.7,61.2,1,10.0,4.22,MEDIUM
1.5,89.9,8.1,40.9,45.3,1,8.5,3.03,HIGH
2.57,79.1,11.2,47.6,63.7,6,7.1,3.52,MEDIUM
4.15,100.0,13.0,82.8,47.1,5,10.0,4.72,HIGH
3.42,62.8,18.2,74.2,60.3,13,6.9,4.19,MEDIUM
4.36,52.7,4.8,97.6,78.0,3,8.4,4.32,HIGH
2.18,100.0,4.2,34.5,45.0,5,6.0,2.86,HIGH
2.92,71.9,9.7,57.4,54.6,3,6.3,3.4,MEDIUM
2.2,84.6,1.2,61.8,61.5,6,5.6,3.18,MEDIUM
4.3,100.0,15.5,87.0,57.5,11,10.0,4.97,MEDIUM
2.62,84.8,0.0,59.2,51.2,3,5.9,3.58,MEDIUM
0.76,100.0,16.2,41.2,26.1,12,10.0,2.95,HIGH
3.14,80.2,18.7,60.3,60.7,12,5.4,4.3,MEDIUM
3.12,66.7,13.6,37.8,49.9,5,5.7,3.31,HIGH
4.8,40.3,0.9,83.4,100.0,4,2.0,4.24,HIGH
3.73,82.8,12.6,91.1,82.0,5,8.3,4.38,LOW
1.17,42.2,7.2,35.6,61.0,6,8.3,2.61,HIGH
4.08,83.2,4.8,67.8,82.8,2,5.5,4.15,LOW
2.15,100.0,15.5,60.7,57.3,14,7.7,3.7,MEDIUM
1.82,77.7,16.6,50.8,43.5,12,9.0,3.11,HIGH
3.38,81.0,19.7,67.2,84.1,14,7.8,4.66,LOW
4.25,92.7,10.3,84.6,84.2,4,6.7,4.69,LOW
2.82,88.7,13.0,47.2,55.2,9,7.9,4.05,MEDIUM
2.2,96.6,22.0,44.4,71.0,13,6.6,4.16,LOW
1.73,77.7,24.6,40.3,26.6,14,6.8,2.97,HIGH
4.08,42.0,18.5,87.2,66.3,5,2.3,3.58,HIGH
1.82,96.8,9.9,36.8,77.2,12,10.0,3.7,LOW
4.1,74.2,12.0,76.3,83.5,7,8.7,4.57,MEDIUM
3.89,63.9,10.9,87.7,40.8,8,1.1,3.93,HIGH
4.22,83.4,16.2,100.0,89.3,6,8.6,5.0,LOW
2.18,81.0,7.1,39.0,36.2,9,3.5,3.04,HIGH
3.04,66.0,13.9,61.9,53.6,13,6.6,3.82,MEDIUM
3.67,57.4,14.0,55.0,100.0,11,8.9,4.15,HIGH
1.05,85.5,14.3,30.6,52.6,9,7.9,2.74,MEDIUM
4.9,64.4,5.9,85.6,100.0,11,7.0,4.88,MEDIUM
3.08,79.8,13.5,73.7,53.9,11,9.5,4.04,MEDIUM
3.56,84.0,22.6,56.7,64.4,9,9.9,4.36,MEDIUM
2.17,93.5,9.3,34.5,51.1,7,10.0,3.49,MEDIUM
1.11,100.0,13.6,46.9,44.0,10,10.0,3.31,HIGH
2.28,81.8,0.9,42.9,45.9,2,6.7,2.83,HIGH
0.67,71.2,13.5,27.0,49.9,10,8.4,2.71,HIGH
2.39,100.0,13.3,53.8,57.4,12,10.0,3.68,MEDIUM
1.96,94.8,12.7,36.5,63.3,7,10.0,3.66,MEDIUM
4.23,80.7,16.4,70.6,67.9,9,8.4,4.78,LOW
1.19,81.8,10.3,44.1,29.6,3,4.8,2.53,HIGH
3.77,78.4,19.1,78.3,73.7,5,5.7,4.56,LOW
3.92,80.6,6.7,73.7,67.4,4,6.6,4.32,LOW
1.67,76.4,20.7,38.7,53.9,10,5.4,3.37,MEDIUM
3.99,62.4,13.3,78.0,86.6,8,5.9,4.61,MEDIUM
4.12,78.1,11.6,80.6,72.8,6,6.0,4.7,LOW
2.74,100.0,3.4,68.7,64.3,0,10.0,3.57,MEDIUM
1.54,64.9,5.3,38.0,64.1,3,5.7,2.75,MEDIUM
2.73,73.7,14.1,60.4,68.8,10,5.1,3.75,MEDIUM
2.13,63.7,7.7,54.1,55.6,4,4.5,3.02,MEDIUM
3.19,96.5,18.0,70.3,78.3,10,9.8,4.81,LOW
2.91,91.3,13.7,73.1,78.9,15,8.6,4.48,LOW
2.59,57.5,3.4,53.8,72.5,6,5.8,3.3,HIGH
2.38,45.7,16.6,45.1,50.5,10,4.1,3.09,HIGH
3.2,91.9,11.0,59.5,73.7,8,10.0,3.96,LOW
4.25,56.6,11.7,85.2,74.0,5,7.4,4.71,HIGH
2.26,91.3,18.3,47.9,49.1,9,7.4,3.55,HIGH
3.0,67.8,3.6,82.9,65.7,2,2.9,3.86,MEDIUM
3.05,89.1,5.3,60.9,43.3,4,8.2,3.41,HIGH
1.95,85.1,14.0,34.8,49.8,8,6.2,2.95,HIGH
3.93,69.4,1.8,77.1,64.7,0,3.5,3.75,MEDIUM
4.02,63.9,8.4,90.7,60.0,7,7.7,4.26,MEDIUM
3.78,87.2,17.9,63.6,80.5,9,8.7,4.54,LOW
1.76,66.9,11.3,33.0,39.5,13,8.9,2.71,HIGH
2.04,95.7,3.8,43.7,49.1,7,9.4,3.33,HIGH
4.67,64.7,13.1,78.5,80.5,3,6.0,4.87,MEDIUM
1.05,83.6,9.6,17.3,25.4,6,5.8,2.53,HIGH
3.26,71.8,7.8,48.5,65.1,10,5.9,3.61,MEDIUM
1.31,78.1,33.3,36.9,20.0,20,4.2,2.77,HIGH
3.34,66.8,15.4,72.2,63.6,9,8.8,4.06,MEDIUM
3.62,75.1,10.3,62.3,92.5,0,4.9,4.49,LOW
1.43,37.0,17.4,35.8,23.7,10,4.1,2.38,HIGH
2.36,65.0,10.3,52.2,68.1,7,6.0,3.44,MEDIUM
1.05,68.6,8.9,19.7,57.8,0,7.6,2.33,MEDIUM
0.38,76.8,13.8,29.2,13.8,10,7.8,2.28,HIGH
4.19,98.7,15.1,80.0,80.6,7,7.2,5.0,LOW
2.13,66.8,17.6,52.3,32.3,11,6.0,3.05,HIGH
4.61,100.0,20.5,91.0,65.2,12,10.0,4.9,LOW
2.23,64.2,19.1,72.6,51.2,10,4.8,3.28,MEDIUM
1.93,60.3,17.1,33.7,49.9,12,8.3,3.08,HIGH
1.25,47.9,17.8,24.9,28.7,11,6.1,2.24,HIGH
2.25,87.7,19.1,65.6,35.9,19,9.0,4.05,HIGH
1.95,79.4,16.3,50.7,35.8,15,6.5,3.1,HIGH
4.26,86.8,2.5,79.6,88.4,0,9.2,4.6,LOW
3.43,80.1,15.0,61.7,76.9,13,7.0,4.19,LOW
4.77,77.9,20.3,84.2,92.5,9,10.0,5.0,LOW
3.31,82.6,7.2,62.5,59.7,2,5.7,3.55,MEDIUM
1.13,100.0,9.6,17.0,20.9,2,10.0,2.39,HIGH
3.67,70.4,11.6,79.8,85.1,6,7.1,4.11,MEDIUM
3.27,100.0,13.1,44.0,83.5,11,10.0,4.31,LOW
3.48,91.6,8.7,58.8,60.5,6,10.0,4.45,MEDIUM
2.4,83.8,12.3,46.7,49.7,9,6.6,3.74,HIGH
3.78,86.9,15.1,93.1,53.3,0,6.9,4.47,MEDIUM
1.94,26.9,0.0,43.1,51.6,1,3.1,2.23,HIGH
0.94,73.8,12.4,32.3,56.1,5,9.3,2.63,MEDIUM
0.94,67.3,9.7,20.3,42.4,2,6.2,2.23,HIGH
2.23,100.0,1.8,57.1,75.8,0,10.0,3.73,LOW
2.19,72.5,15.4,77.3,43.9,9,6.7,3.5,HIGH
2.64,77.5,13.9,59.5,39.3,10,6.3,3.61,HIGH
2.81,77.3,13.0,53.9,75.4,5,8.6,3.69,LOW
4.62,57.1,15.7,64.0,84.8,11,4.6,5.0,HIGH
4.36,69.0,13.9,87.3,68.3,11,5.8,4.91,MEDIUM
3.33,91.1,7.6,55.1,87.1,6,9.6,4.14,LOW
1.11,43.9,16.3,24.1,26.2,7,6.3,2.09,HIGH
4.62,83.0,17.4,93.6,69.2,9,8.9,4.93,LOW
2.0,63.6,5.5,40.2,53.2,5,6.6,2.95,MEDIUM
1.71,98.8,17.3,39.8,26.4,8,10.0,3.15,HIGH
3.8,84.3,10.3,79.5,83.5,9,9.8,4.33,LOW
2.26,53.7,15.7,41.8,35.8,6,4.7,2.58,HIGH
3.43,71.3,12.9,53.5,69.0,9,9.3,4.31,MEDIUM
3.85,85.3,11.0,77.3,75.6,10,8.0,4.53,LOW
1.71,73.1,15.2,48.2,45.2,10,8.5,3.1,HIGH
4.25,80.3,10.0,72.9,62.0,4,9.1,4.52,MEDIUM
2.91,77.7,18.5,52.3,56.3,6,7.8,3.95,MEDIUM
2.94,91.9,19.5,48.1,75.6,8,7.7,4.14,LOW
4.02,85.0,8.7,82.4,71.9,7,8.4,4.13,LOW
1.52,77.2,11.0,57.1,25.5,6,6.8,2.6,HIGH
3.06,78.3,9.8,70.2,55.5,5,8.4,3.4,MEDIUM
1.49,60.7,14.3,36.5,23.8,10,6.9,2.21,HIGH
1.59,100.0,19.9,46.1,14.1,5,6.1,2.92,HIGH
2.03,100.0,2.0,37.2,44.3,2,10.0,3.09,HIGH
3.27,72.7,3.5,67.7,64.9,0,10.0,4.05,MEDIUM
2.33,78.8,11.5,39.1,59.0,3,7.2,3.26,MEDIUM
3.76,94.2,13.1,70.2,76.3,7,10.0,4.47,LOW
3.02,94.2,6.4,71.1,67.7,12,10.0,4.47,LOW
3.06,80.9,13.1,69.0,60.4,10,4.8,4.25,MEDIUM
0.72,62.4,7.6,31.4,53.5,2,7.2,2.48,MEDIUM
2.73,100.0,9.3,60.2,46.2,10,8.3,3.77,HIGH
2.19,88.9,19.6,40.4,44.8,7,8.5,3.37,HIGH
4.37,81.5,9.9,82.0,99.1,11,5.2,4.69,LOW
2.99,66.4,9.8,67.6,55.1,4,7.5,3.45,MEDIUM
3.61,78.9,12.8,66.7,67.2,8,7.2,4.1,LOW
3.1,49.0,18.6,59.5,66.3,17,7.6,3.63,HIGH
3.47,89.9,11.7,62.4,80.7,6,6.3,4.22,LOW
4.52,93.8,8.7,79.9,82.9,11,10.0,4.99,LOW
3.42,81.7,15.5,58.6,55.3,9,9.0,4.33,MEDIUM
3.96,62.6,16.9,74.6,68.5,10,4.5,3.93,MEDIUM
3.31,85.2,18.9,61.4,70.8,8,5.4,4.22,LOW
4.3,90.6,11.8,64.8,74.7,12,8.5,4.44,LOW
4.25,66.1,14.9,100.0,71.8,7,7.1,4.3,MEDIUM
4.78,92.9,16.7,76.3,73.7,16,7.2,5.0,LOW
1.11,86.4,13.1,30.3,47.8,6,6.7,2.75,HIGH
3.18,73.6,19.9,63.4,61.1,10,9.3,4.39,MEDIUM
2.07,69.1,15.9,40.8,45.7,12,5.3,3.03,HIGH
4.0,75.1,23.3,74.2,82.2,13,8.7,4.78,LOW
